,리뷰,별점,영업 시간,이미지url,가게명,가게 주소
180,오늘 처음 와본곳인데 직원들도 착하고 가격도 굳   양도 많고 4명이서 3인분 먹어도 배부른 양❤ 다음에도 또 오고 싶은 곳입니다   짱 추천!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
181,처음가봤는데 너무 맛있어요 다음에. 또 먹으러 올거예요 !!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
182,닭갈비 무엇! 짱맛있어요!볶음밥은필수!!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
183,직원분들이 되게 친절하고 양 무엇? 실제로 보면 엄청 커여 대에박ㅋㅋㅋ 자주 와서 먹을께여><,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
184,맛있어요  직원분이 너무 친절하시네요!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
185,닭갈비 양념 간도 너무 잘돼있고 치즈도 우리가 알고있는 치즈보다 훨씬 부드럽고 맛있어요..볶음밥이 진짜 레전드...꼭 드세요 진짜로,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
186,맛있어요!!!!!,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
187,닭갈비가 너무고급스럽고 맛있네요 ㅎㅎ무엇보다 직원이 너무이뻐요... 볶음밥 그손놀림..장인정신 반했습니다다음에갈때는 연락처물어봅니다..,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
188,맛있네요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
189,최고에요~~~ 후회하지 않을 맛!!! ㅎㅎㅎ,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
190,치즈양 완전 혜자.. 치즈 완전 좋아하는데 여기 치즈 진짜 맛있는듯.. 대기 엄청 길다고해서 걱정했는데 대기안하고 들어갔어요! 인생닭갈비 완전 추천요 ㅎㅎ,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
191,치즈 닭갈비 처음먹어봤는데 다시는 잊지 못할 맛이에요 ㅠㅠ 엄청 맛있었어요 다음에 또 와야겠어요 ㅎㅎ,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
192,직원분들이 너무 엄청 친절하시고 닭갈비 짱 맛있어요 ㅎㅅㅎ,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
193,맛있어요,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
194,보통,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
195,완전 평범한 맛! 또 갈지는 잘 모르겠어용,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
196,별 0개는 없나요..?이게 진짜 2인분 양인지도 모르겠고 맛도 별로에요.군대에서 먹던 닭갈비가 훨 낫네요 ㅋㅋㅋ,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
197,,3,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
198,솔직히 대형 프렌차이즈인 유×네보다도 못한 거 같다,2,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
199,맛있게 매운맛! 제일 순한거 먹었는데도 살짝 매워요볶음밥도 굿굿친구가 최근에 갔을때 맛이 변했다하던데 다음에 내가 먹으러 갔을 땐 그대로이길..,4,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
200,양 넉넉하게 시켰는데 진짜 1인분도 채 안되는 양이 나와서 당황했습니다.,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
201,뼈 없는 닭갈비 3인분 시켰는데 먹다 남은 닭갈비 준 거처럼 양이 너무 없어요 식당 직원들이 너무 생각이 없어요 주문을 받아도 제대로 이해를 못 해요 다시는 안 오려고요여기 올 바엔 유가네 가세요,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
202,와하 인생 닭갈비 찾았습니다반찬들 셀프인것도 맘에들고 깻잎상추 무 양배추샐러드가 다 제가좋아하는 밑반찬들이에요. 저탄고지를 하고있는터라... 크...좋습니다닭갈비 보통맛먹었고 점심에갔는데점심세트라고 가격도 둘이먹어서 2만원도안했습니다최고네요 또 올거에요 그동안 내스탈아니었던 유가네 안녕,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
203,너무 맛없다 되게 인스턴트 맛이고 대기하는것도 이해안가고 돈이 너무 아까움 나오면서도 왜 갔지 생각되던곳,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
204,별 한 개도 주기 싫은 곳. 오전 11시 반쯤 도착해서 테이블 꽉 차지도 않은 상태에 주문 했는데 주문이 제대로 들어가지도 않았어요. 조리시간 15분 걸린다고 써있길래 계속 기다렸는데 저희보다 늦게 온 테이블들 다 먼저 나오더라구요. 그래서 저희 20분 기다렸다고 어떻게 된건지 알아봐 달라고 하니 여직원이 알겠다며 주문서 들고 가더니 감감무소식. 그 여직원 답은 안해주고 우리보다 늦게 나온 테이블 그냥 서빙중. 확인하고 대답 먼저 해줘야 되는게 기본 아닙니까? 너무 어이없어서 그냥 취소해 달라고 하고 나왔습니다. 죄송하단 말도 없고 맛은 그냥 나와서 모르겠지만 안먹어봐도 다른 리뷰보니 맛없는거 알 것 같네요. 절대 가지 마세요.,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
205,리뷰 잘 안남기고 웬만하면 다 신경 안쓰고 잘먹고 나오는데처음에 앉았을때 부터 나온 새컵에 물 부으니 세제 거품이랑 닭갈비 붉은 양념 뜨고 말씀드렸더니 죄송하다는 말 한마디 없으시고옆 테이블 아줌마 4명 저희 보다 늦게 오시고 늦게 주문하셨는데 볶음밥 먼저 볶아드리고 이후에 먼저 주문한 저희 테이블은 10분 가량 더 기다렸네요. 알바생들 착한지도 모르겠고 식당이 너무 어수선해서 너무 기다리고...개인적으로 다시 찾을 것 같진 않네요.,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
206,손님들이 부르면 직원들이 욕하면서 가는게 들림. 직원 식사하는 시간에 봤는데 남자직원이 테이블에 주는 파란뚜껑 큰 물통 뚜껑 열더니 입대고 마시고 다시 닫는거 봄. 맛도 뭐 그닥.,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
207,여기 별 1개 이상 주는 인간들은미각에 문제가있는놈들이다.윾가네가 질려서 가봤지만 정말별로다..후,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
208,고기랑 양배추 밖에 없어요. 고구마 깻잎 떡 이런거 기대하면 절대 ㄴㄴㄴㄴ 맛도 없고 맵기만 맵고..웨이팅하는 손님한테 도망치라고 말하고 싶을 정도 ㅎ,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
209,신랑이랑 2인분.떡추가일반적인 닭갈비에는 양배추.고구마가 기본이지만강남장인 닭갈비는 2인분인데 눈으로닭조각갯수 셀수 있을정도.양배추도 셀수 있을 정도주문지를 다시보게됨.혹시 1인분 시켰나 해서.떡은 기본적으로 없는지 분명히 떡사리 추가로 시켰는데도 샐수 있을정도 정말 최악입니다닭갈비기본도 모르는분이 장사를 하는 듯한아주저렴한 여행패키지가서 쇼핑만 엄청한 기분사리.치즈 추가없이 기본만 시키면 정말 1분정도 멍해지는 양닭갈비 먹으러 갔는데..치즈.라면사리먹으로 간듯한정말 단돈 천원도 아까운 최악에 닭갈비입니다알바생들 정말 일하기 싫은 표정과 응대그리고 익혀서 나오니까. 철판 위생상태 알수 없다는거위생적인지 아님 지저분한거만 대충 닦고 나오는건지.흠..정말 쓰면서도ᆢ 화가 나는집 이네요정말 불쾌해서 이런글을 쓰게 되네요,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
210,어제 방문했는데 일하시는 나이좀 있으신 아주머니가 시비를 거시네요..내가 손님인지 거지인지...매니저를 불러서 얘기 했더니 바뻐서 짜증이난거같다는 대답..참 어이없고 기분 나쁜 곳이네요그아주머니는 내내 신경질적으로 일하시고 뭐 이런 가게가 다있나요체인점인데 이런 문제를 항의할 곳이 없어서 여기에 리뷰 남깁니다퇴근후 식사겸 맥주 한잔 하러 갔다가 완전 봉변 당했네요,1,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
211,어떤새X가 양적고 양배추말고 뭐 없다고 적은건지...2인분에 납작우동 하나시켰다가 배터질거같아서볶음밥 못먹을뻔 ㅠㅠ사장님 이러다 망하면안되는데 뭘이렇게 많이주시나맛도좋고 최고임,5,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
212,닭고기가 덜 익어서 나와요. 사리추가 안하면 닭고기랑 양배추뿐이라 아쉬워요.,2,매일 11:00 ~ 23:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49DBA659C82349DCBBA563CDBEF641AE',장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층 (우)06134
0,맛있는데 가성비는 모르겠음장소는 넓음,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
1,강남역 근처에서 가본 소고기집 중에선 여기가 최고,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
2,이 가격에 고기가 맛 없으면 장사를 접어야지. 고기맛은 비싼값만큼 함. 장사도 진짜 잘 됨. 점심에도 꽉찰 정도. 하지만 누구를 접대하거나 분위기를 위한거면 비추사람 많은 만큼 직원들이 많아야 하는데 응대도 잘 안 되고 자기들끼리 소통도 안 됨. 돈이 한 두 푼이 아닌데 이런 서비스 ㄴㄴ 고기 여기는 등심이 약간 비린 부분이 있음. 새우살 맛있음. 된장말이 괜찮은데 깍두기 볶음밥은 쓰레기. 고기 좀 넣어주는게 더 맛있을 듯. 그리고 반찬 이 수준이 맞나? 뭔가 조화가 없고 맛도 그저그럼. 고기가 물림.. 바꿔서 고기를 더 먹고싶게 해야지참고로 몇몇 메뉴는 금방 품절되니 미리 시켜야함,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
3,비싸지만 맛있음.. 분위기 면에서는 일산점보다는 훨씬 훌륭한데 맛은 일산이 조금 더 좋았음,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
4,,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
5,잘먹었슘다! 맛있어요:),5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
6,5인 방문해서 세트 및 주류 왕창 시킴. 뭐 달라고 하면 가서 안옴. 또 눌러서 달라고 해야 2번째에 갖다줌. 맥주도 세 번 부름. 스프라이트 30분 후에 옴. 볶음밥은 와서 재료 던져놓고 한참을 안옴. 벨 눌러서 부르니 그냥 양념넣고 가서 또 한참을 안옴. 탈때까지 기다려보자고 했는데 친구가 벨 안눌렀으면 볼만했을듯. 볶음밥 하나 먹는데 벨을 4번 누르는 가게. 돈은 비싸고 룸은 덥고 서비스는 느리고 돈보다도 시간이 아깝고 오랜만에 만난 사람들에게 미안했던 방문. 그 다음 모임들은 전부 다른 가게로 옮겼습니다.,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
7,친절하세요ㅎㅎ 잘먹었습니다,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
8,,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
9,가격대비 서비스를 받는다는 느낌이 안들고 고기도 그냥저냥 깍두기 볶음밥은 별로입니다..,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
10,된찌밥이 진짜 별미,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
11,이 가격이라면 맛 없을 수는 없겠지만 기대보다는 그닥..ㅠㅠ다른 지점에서는 분명 더 맛있게 먹었는데 구워주시는 분에 따라 차이가 있는 걸까요..,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
12,살다살다 이런 가게는 처음입니다.사고 쳐놓고 직원끼리 작당모의 하고 아무일 없는 척 일하는 분들. 매니저는 가식적으로 다음에 오면 서비스 해드릴게요 하는가게.옛날 창고 생각하고 가시지 않길 바랍니다. 유명 프랜차이즈에 인수된 가게에 불과합니다,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
13,두번 가지는 않을것후기대로 직원들 싸가지 없음벨무시 기본메뉴판 달라니까 불친절하게 저뒤에 있잖아요 내가 이집 주인이냐! 저뒤에 있는줄 알게!!!다신 안간다,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
14,벨 무시당함 지나가는 직원한테 고기꿔달라고 말해야함. 언제먹으라는 말도 없이 그냥 휙 가버림 이 돈주고 이 서비스를 당해야하나,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
15,"불친절, 반찬이 특색없음 특히 깍두기볶음밥 최악 물냉은 그나마 먹을만담부턴 경천애인이나 한와담 가야지",2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
16,,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
17,룸에서 모임하기 좋아요.,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
18,너무 조치 룸도 잇고 근데 환기가 안됨 ㅠ그리고 카운터 남자분 일 똑바로 햇으면 ㅠ 싸1가지 진짜 가정교육 된장찌개에 밥말아먹엇나,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
19,"여기올때마다느끼는거지만 카운터 직원, 맨앞에서 자리응대하는직원 참 불친절...말풍선 다보인다. 말하는게 기본이 안된듯",2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
20,,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
21,바닥이 너무 미끌거림..파채는 도끼로 써는듯,2,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
22,친구들과 즐겁게 식사하고 왔어요. 룸도 있어서 룸에서 먹으니 좋네요!,4,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
23,,5,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
24,원래 리뷰 아예안쓰는데 처음 씁니다. 오랜만에 왔는데 서비스는 개나 줘버리고 고기올려놓고 까먹은건지 뭔지 오지도 않고 이게 소고기인지 고무씹는건지 모르겠네요. 맛있다고 지인 데려왔는데 다신 안올거같아요 만원짜리 삼겹살집이 더 나았을듯,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
25,아니 고기 몇만원어치를 먹는데 계속 안구워주고 벨을 눌러도 묵묵 부답 진짜 비싼값내고 먹는데 짜증나 죽을뻔함,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
26,,1,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
27,왠지 모르지만 맛의 기복이 있어요 그리고 나갈 때쯤이면 거의 훈제인간 됨,3,매일 11:30 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F69193ACF05A5485AAEC767A5F0FB4D6C',창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층 (우)06241
